timestamp,level,service,message,response_time,client_ip,error_code,execution_time,query_type,cpu_usage,memory_usage,affected_tables,action
2024-02-15T11:18:10Z,INFO,web-server,GET blog/wp-content OK - 200,151ms,83.249.221.4,,,,,,orders;users,
2024-02-15T11:18:15Z,INFO,auth-service,User login: rebekahgarrett,,155.55.46.54,,,,,,,
2024-02-15T11:18:20Z,WARNING,database,Query FAILED: SELECT * FROM food,,,,283ms,write,,,,
2024-02-15T11:18:25Z,ERROR,database,Query FAILED: SELECT * FROM eat,,,HTTP_503,1252ms,read,,,,
2024-02-15T11:18:30Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:18:35Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:18:40Z,INFO,auth-service,User login: stephanieharmon,,102.84.40.188,,,,,,orders;users,blocked
2024-02-15T11:18:45Z,WARNING,database,Query FAILED: SELECT * FROM alone,,,,1286ms,write,,,,
2024-02-15T11:18:50Z,INFO,database,Query SUCCESS: SELECT * FROM house,,,,468ms,read,,,,
2024-02-15T11:18:55Z,INFO,database,Query SUCCESS: SELECT * FROM return,,,,383ms,read,,,,
2024-02-15T11:19:00Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:19:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:19:10Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:19:15Z,INFO,database,Query SUCCESS: SELECT * FROM large,,,,1156ms,read,,,,
2024-02-15T11:19:20Z,INFO,auth-service,User login: kmiller,,49.209.86.85,,,,,,,blocked
2024-02-15T11:19:25Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:19:30Z,INFO,auth-service,User login: trujillochad,,220.103.56.188,,,,,,,
2024-02-15T11:19:35Z,INFO,database,Query SUCCESS: SELECT * FROM buy,,,,1387ms,read,,,,
2024-02-15T11:19:40Z,CRITICAL,payment-service,,,,,,,75,35%,,
2024-02-15T11:19:45Z,INFO,web-server,GET wp-content/posts/list OK - 200,69ms,77.95.70.81,,,,,,orders;users,
2024-02-15T11:19:50Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:19:55Z,WARNING,database,Query FAILED: SELECT * FROM exactly,,,,392ms,write,,,,
2024-02-15T11:20:00Z,WARNING,web-server,GET category/app FAILED - 500,103ms,211.229.64.208,,,,,,orders;users,
2024-02-15T11:20:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:20:10Z,ERROR,database,Query FAILED: SELECT * FROM everyone,,,DEADLOCK,498ms,read,,,,
2024-02-15T11:20:15Z,INFO,auth-service,User login: robert18,,200.229.100.223,,,,,,orders;users,blocked
2024-02-15T11:20:20Z,INFO,database,Query SUCCESS: SELECT * FROM test,,,,430ms,write,,,orders;users,
2024-02-15T11:20:25Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:20:30Z,ERROR,auth-service,SQL injection attempt detected: Yet ability say office week.,,93.15.190.115,DEADLOCK,,,,,,
2024-02-15T11:20:35Z,INFO,database,Query SUCCESS: SELECT * FROM no,,,,645ms,read,,,,
2024-02-15T11:20:40Z,CRITICAL,web-server,GET explore/tags FAILED - 500,182ms,155.200.6.13,,,,96,93%,,
2024-02-15T11:20:45Z,WARNING,database,Query FAILED: SELECT * FROM under,,,,948ms,read,,,,
2024-02-15T11:20:50Z,WARNING,auth-service,SQL injection attempt detected: Miss affect responsibility situation.,,23.134.24.49,,,,,,,
2024-02-15T11:20:55Z,ERROR,auth-service,SQL injection attempt detected: Time well modern each.,,133.94.34.51,PAYMENT_GATEWAY_TIMEOUT,,,,,,blocked
2024-02-15T11:21:00Z,CRITICAL,payment-service,,,,,,,62,70%,,
2024-02-15T11:21:05Z,INFO,auth-service,User login: andrew68,,162.240.142.133,,,,,,,
2024-02-15T11:21:10Z,ERROR,web-server,GET tags FAILED - 503,178ms,192.207.194.31,HTTP_503,,,,,,
2024-02-15T11:21:15Z,INFO,web-server,GET blog/posts/blog OK - 200,60ms,204.109.36.71,,,,,,,
2024-02-15T11:21:20Z,INFO,auth-service,User login: xrose,,47.133.219.217,,,,,,,blocked
2024-02-15T11:21:25Z,INFO,database,Query SUCCESS: SELECT * FROM hospital,,,,648ms,write,,,,
2024-02-15T11:21:30Z,INFO,web-server,GET wp-content/list/categories OK - 200,62ms,108.68.237.70,,,,,,,
2024-02-15T11:21:35Z,INFO,auth-service,User login: jessica30,,158.226.227.78,,,,,,,
2024-02-15T11:21:40Z,INFO,database,Query SUCCESS: SELECT * FROM college,,,,378ms,write,,,,
2024-02-15T11:21:45Z,ERROR,web-server,GET categories/app/tags FAILED - 503,166ms,216.229.10.43,DEADLOCK,,,,,,
2024-02-15T11:21:50Z,INFO,auth-service,User login: jamesharrison,,167.166.68.108,,,,,,orders;users,blocked
2024-02-15T11:21:55Z,ERROR,auth-service,SQL injection attempt detected: Would remember amount choose.,,12.48.240.201,DB_CONN_TIMEOUT,,,,,,
2024-02-15T11:22:00Z,INFO,database,Query SUCCESS: SELECT * FROM its,,,,1348ms,write,,,,
2024-02-15T11:22:05Z,ERROR,database,Query FAILED: SELECT * FROM entire,,,DB_CONN_TIMEOUT,128ms,write,,,,
2024-02-15T11:22:10Z,CRITICAL,web-server,GET tags FAILED - 503,101ms,81.154.203.38,,,,15,44%,,
2024-02-15T11:22:15Z,INFO,auth-service,User login: rebecca06,,172.140.32.152,,,,,,,blocked
2024-02-15T11:22:20Z,WARNING,web-server,GET list/posts/tag FAILED - 500,178ms,190.251.125.212,,,,,,orders;users,
2024-02-15T11:22:25Z,INFO,web-server,GET main OK - 200,149ms,142.159.203.121,,,,,,,
2024-02-15T11:22:30Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:22:35Z,INFO,database,Query SUCCESS: SELECT * FROM hour,,,,245ms,read,,,,
2024-02-15T11:22:40Z,INFO,auth-service,User login: wolfechristina,,211.158.112.44,,,,,,,blocked
2024-02-15T11:22:45Z,INFO,database,Query SUCCESS: SELECT * FROM very,,,,382ms,write,,,,
2024-02-15T11:22:50Z,INFO,auth-service,User login: daniel96,,95.144.70.249,,,,,,,blocked
2024-02-15T11:22:55Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:23:00Z,CRITICAL,database,Query FAILED: SELECT * FROM policy,,,,509ms,write,84,50%,orders;users,
2024-02-15T11:23:05Z,INFO,web-server,GET posts/explore/list OK - 200,144ms,107.105.77.31,,,,,,,
2024-02-15T11:23:10Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:23:15Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:23:20Z,INFO,auth-service,User login: david32,,138.123.217.134,,,,,,,
2024-02-15T11:23:25Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:23:30Z,ERROR,web-server,GET search/search FAILED - 500,74ms,145.171.48.129,DB_CONN_TIMEOUT,,,,,,
2024-02-15T11:23:35Z,CRITICAL,auth-service,SQL injection attempt detected: Social later particularly beautiful.,,76.217.137.174,,,,11,85%,,
2024-02-15T11:23:40Z,INFO,database,Query SUCCESS: SELECT * FROM see,,,,1215ms,write,,,,
2024-02-15T11:23:45Z,INFO,web-server,GET tag/posts/posts OK - 200,125ms,47.246.209.119,,,,,,,
2024-02-15T11:23:50Z,INFO,auth-service,User login: pkelley,,61.79.159.133,,,,,,,blocked
2024-02-15T11:23:55Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:24:00Z,ERROR,database,Query FAILED: SELECT * FROM peace,,,,33ms,read,,,,
2024-02-15T11:24:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:24:10Z,INFO,database,Query SUCCESS: SELECT * FROM black,,,,69ms,write,,,,
2024-02-15T11:24:15Z,ERROR,database,Query FAILED: SELECT * FROM brother,,,DB_CONN_TIMEOUT,906ms,read,,,,
2024-02-15T11:24:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:24:25Z,CRITICAL,database,Query FAILED: SELECT * FROM crime,,,,278ms,write,11,13%,,
2024-02-15T11:24:30Z,CRITICAL,web-server,GET wp-content/posts/list FAILED - 500,136ms,81.6.203.245,,,,73,21%,,
2024-02-15T11:24:35Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:24:40Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:24:45Z,INFO,auth-service,User login: hrivera,,204.152.40.49,,,,,,orders;users,
2024-02-15T11:24:50Z,INFO,database,Query SUCCESS: SELECT * FROM small,,,,198ms,write,,,,
2024-02-15T11:24:55Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:25:00Z,INFO,auth-service,User login: david75,,134.55.200.161,,,,,,,
2024-02-15T11:25:05Z,INFO,database,Query SUCCESS: SELECT * FROM record,,,,468ms,write,,,,
2024-02-15T11:25:10Z,INFO,database,Query SUCCESS: SELECT * FROM six,,,,396ms,read,,,,
2024-02-15T11:25:15Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:25:20Z,INFO,auth-service,User login: lhenderson,,217.59.52.206,,,,,,orders;users,
2024-02-15T11:25:25Z,INFO,database,Query SUCCESS: SELECT * FROM religious,,,,402ms,read,,,,
2024-02-15T11:25:30Z,INFO,web-server,GET categories/tags/posts OK - 200,97ms,180.38.18.64,,,,,,,
2024-02-15T11:25:35Z,INFO,auth-service,User login: eric00,,110.112.226.7,,,,,,,
2024-02-15T11:25:40Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:25:45Z,ERROR,database,Query FAILED: SELECT * FROM discover,,,DEADLOCK,1379ms,write,,,,
2024-02-15T11:25:50Z,ERROR,database,Query FAILED: SELECT * FROM sometimes,,,DB_CONN_TIMEOUT,1432ms,read,,,,
2024-02-15T11:25:55Z,INFO,auth-service,User login: benjaminwright,,187.0.119.52,,,,,,,
2024-02-15T11:26:00Z,INFO,auth-service,User login: jasonjohnson,,126.62.198.226,,,,,,,blocked
2024-02-15T11:26:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:26:10Z,INFO,auth-service,User login: justinhicks,,114.112.100.162,,,,,,,
2024-02-15T11:26:15Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:26:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:26:25Z,INFO,auth-service,User login: christiantaylor,,36.235.29.99,,,,,,,
2024-02-15T11:26:30Z,INFO,database,Query SUCCESS: SELECT * FROM take,,,,1387ms,read,,,,
2024-02-15T11:26:35Z,CRITICAL,payment-service,,,,,,,84,77%,orders;users,
2024-02-15T11:26:40Z,INFO,web-server,GET blog/category/list OK - 200,93ms,128.182.102.160,,,,,,,
2024-02-15T11:26:45Z,INFO,database,Query SUCCESS: SELECT * FROM value,,,,481ms,write,,,,
2024-02-15T11:26:50Z,CRITICAL,payment-service,,,,,,,87,2%,,
2024-02-15T11:26:55Z,WARNING,web-server,GET tags/categories FAILED - 503,109ms,129.184.244.217,,,,,,,
2024-02-15T11:27:00Z,INFO,auth-service,User login: ljones,,72.87.24.141,,,,,,,blocked
2024-02-15T11:27:05Z,INFO,web-server,GET search OK - 200,127ms,140.130.225.10,,,,,,orders;users,
2024-02-15T11:27:10Z,INFO,web-server,GET tag/explore/search OK - 200,132ms,166.87.201.133,,,,,,,
2024-02-15T11:27:15Z,INFO,auth-service,User login: millerkimberly,,41.42.222.119,,,,,,,blocked
2024-02-15T11:27:20Z,INFO,web-server,GET blog/tags OK - 200,146ms,51.37.11.119,,,,,,orders;users,
2024-02-15T11:27:25Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:27:30Z,ERROR,web-server,GET categories/list FAILED - 503,110ms,210.242.109.122,DB_CONN_TIMEOUT,,,,,orders;users,
2024-02-15T11:27:35Z,INFO,web-server,GET category/tags/tags OK - 200,104ms,192.100.207.76,,,,,,,
2024-02-15T11:27:40Z,INFO,auth-service,User login: hvelasquez,,119.99.177.223,,,,,,,blocked
2024-02-15T11:27:45Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:27:50Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:27:55Z,INFO,auth-service,User login: hannaisaiah,,2.74.121.177,,,,,,,blocked
2024-02-15T11:28:00Z,INFO,auth-service,User login: gabrielle56,,113.176.112.123,,,,,,,
2024-02-15T11:28:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:28:10Z,INFO,web-server,GET tag OK - 200,101ms,61.41.188.250,,,,,,,
2024-02-15T11:28:15Z,INFO,web-server,GET wp-content/wp-content/list OK - 200,196ms,166.211.62.164,,,,,,,
2024-02-15T11:28:20Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:28:25Z,INFO,database,Query SUCCESS: SELECT * FROM live,,,,1222ms,write,,,,
2024-02-15T11:28:30Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:28:35Z,WARNING,auth-service,SQL injection attempt detected: Lot property deep mother listen yard.,,183.35.232.243,,,,,,,
2024-02-15T11:28:40Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:28:45Z,INFO,web-server,GET category/main/category OK - 200,64ms,28.116.186.104,,,,,,,
2024-02-15T11:28:50Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:28:55Z,WARNING,auth-service,SQL injection attempt detected: Fish maybe fire garden half them.,,207.177.253.236,,,,,,,
2024-02-15T11:29:00Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:29:05Z,INFO,database,Query SUCCESS: SELECT * FROM real,,,,893ms,write,,,,
2024-02-15T11:29:10Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:29:15Z,WARNING,database,Query FAILED: SELECT * FROM far,,,,916ms,write,,,,
2024-02-15T11:29:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:29:25Z,INFO,database,Query SUCCESS: SELECT * FROM option,,,,836ms,write,,,,
2024-02-15T11:29:30Z,INFO,database,Query SUCCESS: SELECT * FROM word,,,,1368ms,write,,,,
2024-02-15T11:29:35Z,CRITICAL,auth-service,SQL injection attempt detected: Their end among fast know.,,5.192.129.3,,,,89,9%,,
2024-02-15T11:29:40Z,INFO,auth-service,User login: mullenkenneth,,60.193.113.189,,,,,,orders;users,
2024-02-15T11:29:45Z,INFO,auth-service,User login: scott57,,220.235.176.245,,,,,,,
2024-02-15T11:29:50Z,INFO,auth-service,User login: faulknerbradley,,167.107.56.245,,,,,,,blocked
2024-02-15T11:29:55Z,CRITICAL,database,Query FAILED: SELECT * FROM develop,,,,72ms,write,73,87%,orders;users,
2024-02-15T11:30:00Z,CRITICAL,payment-service,,,,,,,18,72%,,
2024-02-15T11:30:05Z,INFO,web-server,GET category OK - 200,121ms,135.235.171.239,,,,,,,
2024-02-15T11:30:10Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:30:15Z,INFO,database,Query SUCCESS: SELECT * FROM quality,,,,1188ms,read,,,,
2024-02-15T11:30:20Z,INFO,auth-service,User login: anthonyenglish,,148.81.208.235,,,,,,orders;users,
2024-02-15T11:30:25Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:30:30Z,INFO,web-server,GET list/category OK - 200,133ms,218.44.214.77,,,,,,orders;users,
2024-02-15T11:30:35Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:30:40Z,ERROR,payment-service,,,,HTTP_503,,,,,,
2024-02-15T11:30:45Z,INFO,web-server,GET tag/wp-content OK - 200,53ms,191.130.100.216,,,,,,,
2024-02-15T11:30:50Z,INFO,web-server,GET list/tag/search OK - 200,128ms,92.176.142.31,,,,,,,
2024-02-15T11:30:55Z,INFO,web-server,GET category OK - 200,195ms,180.47.233.161,,,,,,,
2024-02-15T11:31:00Z,INFO,auth-service,User login: amy86,,203.75.186.19,,,,,,,
2024-02-15T11:31:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:31:10Z,INFO,auth-service,User login: tylergill,,6.186.96.223,,,,,,,blocked
2024-02-15T11:31:15Z,INFO,auth-service,User login: bookerrick,,63.30.114.169,,,,,,,blocked
2024-02-15T11:31:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:31:25Z,INFO,auth-service,User login: qbond,,148.177.20.250,,,,,,,blocked
2024-02-15T11:31:30Z,INFO,database,Query SUCCESS: SELECT * FROM course,,,,1351ms,write,,,,
2024-02-15T11:31:35Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:31:40Z,INFO,database,Query SUCCESS: SELECT * FROM run,,,,582ms,write,,,,
2024-02-15T11:31:45Z,ERROR,auth-service,SQL injection attempt detected: Congress ball again return.,,67.254.38.159,DB_CONN_TIMEOUT,,,,,,blocked
2024-02-15T11:31:50Z,CRITICAL,database,Query FAILED: SELECT * FROM dark,,,,849ms,read,98,56%,,
2024-02-15T11:31:55Z,INFO,auth-service,User login: zmurphy,,205.55.215.172,,,,,,,
2024-02-15T11:32:00Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:32:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:32:10Z,INFO,auth-service,User login: sarah25,,194.1.99.85,,,,,,,blocked
2024-02-15T11:32:15Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:32:20Z,INFO,web-server,GET tags/main OK - 200,180ms,157.48.38.44,,,,,,,
2024-02-15T11:32:25Z,INFO,auth-service,User login: william76,,205.161.100.145,,,,,,,blocked
2024-02-15T11:32:30Z,WARNING,database,Query FAILED: SELECT * FROM purpose,,,,700ms,read,,,,
2024-02-15T11:32:35Z,INFO,web-server,GET category/explore OK - 200,174ms,161.228.31.147,,,,,,orders;users,
2024-02-15T11:32:40Z,INFO,auth-service,User login: smithadam,,206.12.254.235,,,,,,orders;users,blocked
2024-02-15T11:32:45Z,INFO,auth-service,User login: revans,,45.154.207.158,,,,,,orders;users,
2024-02-15T11:32:50Z,INFO,web-server,GET wp-content/tags/categories OK - 200,55ms,98.194.118.116,,,,,,,
2024-02-15T11:32:55Z,INFO,auth-service,User login: wnorris,,158.82.143.81,,,,,,,blocked
2024-02-15T11:33:00Z,INFO,auth-service,User login: yowens,,219.169.57.190,,,,,,,
2024-02-15T11:33:05Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:33:10Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:33:15Z,INFO,auth-service,User login: fcastillo,,41.164.25.65,,,,,,,
2024-02-15T11:33:20Z,INFO,web-server,GET blog/wp-content/category OK - 200,193ms,185.94.10.226,,,,,,,
2024-02-15T11:33:25Z,INFO,auth-service,User login: sarahweaver,,75.6.211.10,,,,,,,
2024-02-15T11:33:30Z,CRITICAL,payment-service,,,,,,,72,94%,,
2024-02-15T11:33:35Z,CRITICAL,web-server,GET categories/tag/category FAILED - 503,195ms,17.51.150.35,,,,73,90%,,
2024-02-15T11:33:40Z,INFO,web-server,GET tags/app OK - 200,169ms,75.40.84.117,,,,,,,
2024-02-15T11:33:45Z,INFO,web-server,GET search/search OK - 200,86ms,197.222.140.139,,,,,,,
2024-02-15T11:33:50Z,WARNING,database,Query FAILED: SELECT * FROM physical,,,,935ms,write,,,,
2024-02-15T11:33:55Z,INFO,web-server,GET wp-content/blog OK - 200,112ms,82.31.141.22,,,,,,,
2024-02-15T11:34:00Z,INFO,auth-service,User login: heather07,,185.127.164.10,,,,,,,blocked
2024-02-15T11:34:05Z,INFO,web-server,GET main/posts OK - 200,191ms,176.129.228.87,,,,,,,
2024-02-15T11:34:10Z,INFO,database,Query SUCCESS: SELECT * FROM since,,,,33ms,write,,,,
2024-02-15T11:34:15Z,INFO,database,Query SUCCESS: SELECT * FROM fund,,,,1327ms,write,,,,
2024-02-15T11:34:20Z,INFO,auth-service,User login: gutierrezrobert,,165.66.53.103,,,,,,orders;users,
2024-02-15T11:34:25Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:34:30Z,INFO,database,Query SUCCESS: SELECT * FROM share,,,,1150ms,read,,,,
2024-02-15T11:34:35Z,INFO,auth-service,User login: jamesrowe,,8.151.111.81,,,,,,,blocked
2024-02-15T11:34:40Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:34:45Z,INFO,web-server,GET main/list/search OK - 200,181ms,210.215.200.164,,,,,,orders;users,
2024-02-15T11:34:50Z,INFO,auth-service,User login: daltonjennifer,,38.122.198.229,,,,,,orders;users,
2024-02-15T11:34:55Z,INFO,auth-service,User login: matthew67,,25.228.68.231,,,,,,,
2024-02-15T11:35:00Z,INFO,database,Query SUCCESS: SELECT * FROM spend,,,,300ms,write,,,,
2024-02-15T11:35:05Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:35:10Z,CRITICAL,database,Query FAILED: SELECT * FROM require,,,,962ms,read,6,51%,orders;users,
2024-02-15T11:35:15Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:35:20Z,INFO,web-server,GET categories/wp-content/list OK - 200,105ms,116.113.97.194,,,,,,orders;users,
2024-02-15T11:35:25Z,INFO,web-server,GET posts/categories OK - 200,145ms,33.167.0.204,,,,,,,
2024-02-15T11:35:30Z,ERROR,web-server,GET app/app FAILED - 500,78ms,212.9.120.0,DEADLOCK,,,,,,
2024-02-15T11:35:35Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:35:40Z,INFO,auth-service,User login: robertgates,,119.94.24.13,,,,,,,
2024-02-15T11:35:45Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:35:50Z,INFO,database,Query SUCCESS: SELECT * FROM full,,,,938ms,read,,,orders;users,
2024-02-15T11:35:55Z,INFO,database,Query SUCCESS: SELECT * FROM spend,,,,72ms,write,,,orders;users,
2024-02-15T11:36:00Z,INFO,web-server,GET app/app OK - 200,132ms,166.207.203.240,,,,,,,
2024-02-15T11:36:05Z,INFO,web-server,GET category/tag OK - 200,131ms,2.115.5.23,,,,,,orders;users,
2024-02-15T11:36:10Z,INFO,auth-service,User login: bcalderon,,182.100.54.54,,,,,,,blocked
2024-02-15T11:36:15Z,INFO,auth-service,User login: harrisondanielle,,133.1.100.228,,,,,,,
2024-02-15T11:36:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:36:25Z,WARNING,auth-service,SQL injection attempt detected: Indicate memory lawyer themselves.,,170.206.187.41,,,,,,orders;users,blocked
2024-02-15T11:36:30Z,INFO,auth-service,User login: campbelljacob,,6.24.54.203,,,,,,orders;users,
2024-02-15T11:36:35Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:36:40Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:36:45Z,INFO,web-server,GET list OK - 200,113ms,186.108.24.130,,,,,,,
2024-02-15T11:36:50Z,INFO,web-server,GET tags OK - 200,138ms,149.251.101.73,,,,,,,
2024-02-15T11:36:55Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:37:00Z,INFO,auth-service,User login: peggy07,,96.41.36.237,,,,,,,blocked
2024-02-15T11:37:05Z,INFO,database,Query SUCCESS: SELECT * FROM thing,,,,595ms,read,,,,
2024-02-15T11:37:10Z,INFO,auth-service,User login: rebecca94,,98.155.192.75,,,,,,,
2024-02-15T11:37:15Z,INFO,auth-service,User login: sarah28,,168.67.230.92,,,,,,,
2024-02-15T11:37:20Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:37:25Z,INFO,web-server,GET explore/main OK - 200,118ms,104.166.70.213,,,,,,,
2024-02-15T11:37:30Z,INFO,web-server,GET posts/tags OK - 200,71ms,12.145.227.17,,,,,,,
2024-02-15T11:37:35Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:37:40Z,INFO,auth-service,User login: smithheather,,53.78.167.30,,,,,,orders;users,
2024-02-15T11:37:45Z,ERROR,payment-service,,,,DEADLOCK,,,,,,
2024-02-15T11:37:50Z,WARNING,database,Query FAILED: SELECT * FROM time,,,,1157ms,read,,,orders;users,
2024-02-15T11:37:55Z,WARNING,database,Query FAILED: SELECT * FROM instead,,,,407ms,write,,,,
2024-02-15T11:38:00Z,CRITICAL,auth-service,SQL injection attempt detected: Purpose institution first.,,161.83.228.244,,,,7,11%,orders;users,blocked
2024-02-15T11:38:05Z,INFO,database,Query SUCCESS: SELECT * FROM society,,,,178ms,read,,,,
2024-02-15T11:38:10Z,INFO,web-server,GET app/tags/main OK - 200,69ms,159.203.155.78,,,,,,orders;users,
2024-02-15T11:38:15Z,INFO,auth-service,User login: allenwilliam,,107.192.228.27,,,,,,orders;users,
2024-02-15T11:38:20Z,WARNING,web-server,GET wp-content/explore FAILED - 503,61ms,11.194.174.163,,,,,,,
2024-02-15T11:38:25Z,INFO,auth-service,User login: wardjon,,28.183.243.52,,,,,,orders;users,
2024-02-15T11:38:30Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:38:35Z,INFO,auth-service,User login: michael55,,169.185.103.75,,,,,,,blocked
2024-02-15T11:38:40Z,INFO,web-server,GET main/tag/app OK - 200,176ms,120.213.118.222,,,,,,,
2024-02-15T11:38:45Z,INFO,web-server,GET categories/list OK - 200,114ms,211.21.236.1,,,,,,,
2024-02-15T11:38:50Z,INFO,database,Query SUCCESS: SELECT * FROM main,,,,839ms,write,,,,
2024-02-15T11:38:55Z,INFO,web-server,GET explore/blog OK - 200,119ms,183.124.100.142,,,,,,,
2024-02-15T11:39:00Z,INFO,auth-service,User login: browningjohn,,50.247.59.17,,,,,,,blocked
2024-02-15T11:39:05Z,INFO,database,Query SUCCESS: SELECT * FROM must,,,,915ms,write,,,,
2024-02-15T11:39:10Z,INFO,database,Query SUCCESS: SELECT * FROM should,,,,1051ms,write,,,,
2024-02-15T11:39:15Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:39:20Z,INFO,payment-service,,,,,,,,,orders;users,
2024-02-15T11:39:25Z,WARNING,payment-service,,,,,,,,,,
2024-02-15T11:39:30Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:39:35Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:39:40Z,ERROR,payment-service,,,,DEADLOCK,,,,,,
2024-02-15T11:39:45Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:39:50Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:39:55Z,INFO,web-server,GET wp-content/posts/tags OK - 200,177ms,148.49.138.55,,,,,,orders;users,
2024-02-15T11:40:00Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:40:05Z,INFO,database,Query SUCCESS: SELECT * FROM to,,,,1274ms,write,,,,
2024-02-15T11:40:10Z,INFO,web-server,GET categories/app/explore OK - 200,149ms,159.206.187.90,,,,,,,
2024-02-15T11:40:15Z,INFO,web-server,GET tags OK - 200,97ms,205.230.148.0,,,,,,,
2024-02-15T11:40:20Z,INFO,web-server,GET blog OK - 200,189ms,215.103.254.173,,,,,,,
2024-02-15T11:40:25Z,INFO,web-server,GET list OK - 200,191ms,93.242.82.151,,,,,,,
2024-02-15T11:40:30Z,INFO,web-server,GET explore/categories/app OK - 200,182ms,80.120.218.80,,,,,,,
2024-02-15T11:40:35Z,INFO,web-server,GET posts/search OK - 200,86ms,210.221.228.89,,,,,,,
2024-02-15T11:40:40Z,INFO,web-server,GET category OK - 200,186ms,50.159.251.121,,,,,,,
2024-02-15T11:40:45Z,ERROR,auth-service,SQL injection attempt detected: Garden blood special material upon plan.,,25.92.240.119,DEADLOCK,,,,,,
2024-02-15T11:40:50Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:40:55Z,INFO,payment-service,,,,,,,,,,
2024-02-15T11:41:00Z,CRITICAL,payment-service,,,,,,,51,2%,,
2024-02-15T11:41:05Z,INFO,database,Query SUCCESS: SELECT * FROM adult,,,,939ms,write,,,orders;users,
2024-02-15T11:41:10Z,CRITICAL,database,Query FAILED: SELECT * FROM help,,,,906ms,read,96,66%,,
2024-02-15T11:41:15Z,INFO,database,Query SUCCESS: SELECT * FROM real,,,,299ms,write,,,orders;users,
2024-02-15T11:41:20Z,INFO,auth-service,User login: aguilarclayton,,61.142.166.106,,,,,,orders;users,
